id,eng,simp,trad
1233193,That just goes to show that you are a liar.,这正可以说明你是个骗子。,這正可以說明你是個騙子。
1233195,This is proof that you're the murderer.,这证明了你是杀人犯。,這證明了你是殺人犯。
1233197,We went to the café that I told you about.,我们去了我告诉过你的咖啡店。,我們去了我告訴過你的咖啡店。
1233200,I've never met someone who doesn't like chocolate.,我从来没有认识过一个不喜欢巧克力的人。,我從來沒有認識過一個不喜歡巧克力的人。
1233203,This is the best cake that I have ever eaten.,这是我从来吃过最好吃的蛋糕。,這是我從來吃過最好吃的蛋糕。
1233205,"From the moment that I met her, I hated her.",自从我认识她的时候，我就恨她。,自從我認識她的時候，我就恨她。
1233441,I never know what to say to people who have absolutely no grasp of the basic facts and are too ignorant to realise it.,对于那些连基本事实都搞不清楚而且又盲目得无法了解到这一点的人，我从来都不知道对他们说些什么。,對於那些連基本事實都搞不清楚而且又盲目得無法了解到這一點的人，我從來都不知道對他們說些什麼。
1233443,She applied for a job at the company that had not only bribed local officials but also caused huge problems for her own family.,虽然她知道那家公司不但对当地官员行贿而且也给她的家人带了了极大的麻烦，可她还是应聘了那家公司的一份工作。,雖然她知道那家公司不但對當地官員行賄而且也給她的家人帶了了極大的麻煩，可她還是應聘了那家公司的一份工作。
1233447,Nothing is foolproof to a talented fool.,对天才的傻瓜来说没有什么不可出乱的。,對天才的傻瓜來說沒有什麼不可出亂的。
1233782,My grandmother has a green thumb.,我祖母是个园艺巧手。,我祖母是個園藝巧手。
1233784,He never gave up hope that he would reach that goal.,他从没放弃达成那个目标的希望。,他從沒放棄達成那個目標的希望。
1233786,I used to read novels at random.,我从前有空时便会读读小说。,我從前有空時便會讀讀小說。
1233788,Would you like some cream in your coffee?,你要在咖啡上加些奶油吗？,你要在咖啡上加些奶油嗎？
1233790,"Death is the point at which you can't be alive again. You can't die and then come back to life. If you think that happened, you weren't really dead.",死亡之后你便不会再复活。你不能死过之后又重回生命。如果你以为那会发生，你并非真正死去。,死亡之後你便不會再復活。你不能死過之後又重回生命。如果你以為那會發生，你並非真正死去。
1233792,It's an artificial flower.,这是朵人造花。,這是朵人造花。
1233797,A great responsibility lies on his shoulders.,他身肩重任。,他身肩重任。
1233801,I think you've mistaken me for someone else.,我想你将我认成别人了。,我想你將我認成別人了。
1233806,I called at my uncle's house yesterday.,昨天，我去我叔叔家作客。,昨天，我去我叔叔家作客。
1233807,"As I didn't have time to go shopping today, I had to make do with a sandwich for dinner.",因为今天我没法上街购物，只好做点三明治将就将就。,因為今天我沒法上街購物，只好做點三明治將就將就。
1233811,We had bad weather yesterday.,昨天天气很糟。,昨天天氣很糟。
1233812,He does not come here every day.,他不是每天都来这。,他不是每天都來這。
1233902,"Where's your book? ""On the table.""",「你的书在哪？」「在桌上。」,「你的書在哪？」「在桌上。」
1233907,"How old are you? ""I'm sixteen.""",「你几岁？」「我十六岁。」,「你幾歲？」「我十六歲。」
1233912,How many sisters do you have? How many brothers?,你有几个姊妹？几个兄弟？,你有幾個姊妹？幾個兄弟？
1233919,"Bigfoot is not a pet. For one thing, they don't like being called 'bigfoot'.",大脚怪并非宠物。首先，他们并不喜欢被人叫做「大脚怪」。,大腳怪並非寵物。首先，他們並不喜歡被人叫做「大腳怪」。
1234094,You are a panda.,你是熊猫。,你是熊貓。
1234358,You are a panda.,你是猫熊。,你是貓熊。
1235244,The boy feared the dark.,这个男孩害怕黑夜。,這個男孩害怕黑夜。
1235245,The boy took the radio apart.,这个男孩把收音机折散架了。,這個男孩把收音機折散架了。
1235246,The word is unfamiliar to me.,我对这个单词不熟。,我對這個單詞不熟。
1235248,Tom has known Mary since childhood.,汤姆从小就认识玛丽了。,湯姆從小就認識瑪麗了。
1235271,Teach me how to fold a paper crane. I forgot how to fold it.,教我怎么折纸鹤吧。我忘记怎么折了。,教我怎麼折紙鶴吧。我忘記怎麼折了。
1235280,He is a man after my own heart.,他就是我中意的那个男人。,他就是我中意的那個男人。
1235288,My grandfather is fond of taking a walk early in the morning.,我的爷爷喜欢大清早的散步。,我的爺爺喜歡大清早的散步。
1235313,I'm glad we didn't go there because there were some localized heavy rain showers.,我很庆幸我们没有去那儿，因为当时那儿有局部大暴雨。,我很慶幸我們沒有去那兒，因為當時那兒有局部大暴雨。
1235320,The vase on my desk overturned when I jumped up in surprise.,我突然跳起来的时候把花瓶桌子上的打翻了。,我突然跳起來的時候把花瓶桌子上的打翻了。
1235355,She cared for her father until his death.,她照顾她的父亲直到他去世。,她照顧她的父親直到他去世。
1235425,The accident happened on Sunday at about 3:00.,此事故发生在周日3点左右。,此事故發生在周日3點左右。
1235428,There on the top of a high mountain they built a small town of their own and lived in peace.,他们在高山顶上建了自己的小城镇在那里过着宁静的生活。,他們在高山頂上建了自己的小城鎮在那裏過著寧靜的生活。
1235431,"Wait, wait just a little while.",等等。,等等。
1235480,I noticed she was wearing a new hat.,我注意到她当时戴了顶新帽子。,我註意到她當時戴了頂新帽子。
1235484,There is no cause for worry.,这没什么好担心的。,這沒什麼好擔心的。
1235489,"They welcomed me warmly, so I felt at home.",他们这么热情的欢迎我，让我感觉家人一样。,他們這麼熱情的歡迎我，讓我感覺家人一樣。
1235501,I am very much surprised to hear that he got badly injured in a motorcar accident.,他因车祸受了重伤的消息让我震惊万分。,他因車禍受了重傷的消息讓我震驚萬分。
1235508,It is very expensive to keep up with the latest fashions.,跟上最近潮流时尚是件非常花钱的事儿。,跟上最近潮流時尚是件非常花錢的事兒。
1235516,Tom came to see if Mary needed any help.,汤姆过来看看玛丽有没有什么需要帮忙的。,湯姆過來看看瑪麗有沒有什麼需要幫忙的。
1235522,"Although it is snowing, I must go.",虽然正在下雪，但是我也非去不可。,雖然正在下雪，但是我也非去不可。
1235528,Jim is above any of his classmates in English.,杰米的英语比他班上任何一个同学的都好。,傑米的英語比他班上任何一個同學的都好。
1235532,You should behave carefully.,你应该注意你的举止。,你應該註意你的舉止。
1235585,That is mine. I don't know where yours is.,那个是我的。我不知道你的在哪里。,那個是我的。我不知道你的在哪裏。
1235588,Tom definitely looks younger than Mary.,汤姆看起来的确比玛丽年轻。,湯姆看起來的確比瑪麗年輕。
1235590,You're always criticizing me!,你总是批评我！,你總是批評我！
1235591,Dog is man's best friend.,狗是人类最好的朋友。,狗是人類最好的朋友。
1235592,She remained silent all day.,她一整天都沉默不语。,她一整天都沈默不語。
1235599,She rides a motorcycle well.,她骑摩托车的技术不错！,她騎摩托車的技術不錯！
1235602,I am looking for a present for my mother.,我正在为我的妈妈寻找礼物。,我正在為我的媽媽尋找禮物。
1235610,"It's been hot this month, but today's an exception.",这个月一直都很热，但今天是个例外。,這個月一直都很熱，但今天是個例外。
1235615,Tom doesn't think so.,汤姆可不这么认为。,湯姆可不這麼認為。
1235630,Tom can't get his car started.,汤姆没法发动他的车。,湯姆沒法發動他的車。
1235633,Tom doesn't like to wear a watch.,汤姆不喜欢戴手表。,湯姆不喜歡戴手表。
1235637,I am sure that he is an honest man.,我确定他是个老实人。,我確定他是個老實人。
1235642,Tom is afraid to go out alone at night.,汤姆害怕晚上一个人出门儿。,湯姆害怕晚上一個人出門兒。
1235644,It's rare to find big yards in Japan.,能在日本找到这样的大的院子实属罕见。,能在日本找到這樣的大的院子實屬罕見。
